,text,polarity
3336,للاسف لا يوجد اقبال  و لن ترى من الداخل شيئا كونها مقفلة,Negative
3337,رحلتنا السياحيه كانت ممتعه وحبيت التطور والحفاض على التراث القديم والتمسك بالماضي العريق,Positive
3338,موقع اثر ي جبار ومطل على ابها من جميه الاتجاهات عند الاكتمال سيكون اجمل,Positive
3339,ممتاز جدا,Positive
3340,يعرض تاريخ المدينة المنورة والمملكة يستحق الاطلاع عليه,Neutral
3341,مكان رائع يستحق التجربة,Positive
3342,انصح بزيارتها المتحف بالذات روووعة وفيه كثير من ذكريات الطفولة,Positive
3343,مكان ولا اروع,Positive
3344,زيارة رائعة مع العائلة,Neutral
3345,مكان جميل ومرتب تم افتتاح جزء منه,Positive
3346,ممتاز المتحف ومجسمات ووعة,Positive
3347,مكان جميل وممتع جدا معلم من معالم المنطقة الشرقية الثقافية الافضل زيارته وسط الاسبوع لتلافي الازدحام المكتبة جميلة جدا لي عودة مرة اخرى ان شاء الله لانه ماقدرت ادخل المتحف,Positive
3348,مجمع جميل جدا وفيه كافيهات ومطاعم اسماء رنانه ومتنوع المجمع وروعه يعاب عليه الموقع فقط والزحمه الشديده,Positive
3349,متحف جميل يتكون من قصر المربع ومحتوياته ويحتاج  الى  دقيقة والمتحف الوطني ويحتاج ساعتين ومحتوياته كثيرة واقسامه عديدة استمتعنا كثيرا هناك,Positive
3350,نفخر به كحدث ثقافي واجتماعي وعالمي  في المملكة العربية السعودية,Neutral
3351,معلم تراثي ثقافي,Positive
3352,احببت المكان,Neutral
3353,هاديه وجوهاا حلو مافيه ازعاج واحلى شي فيه كثرة الاشجار,Neutral
3354,همج,Negative
3355,مقر مميز,Positive
3356,لا يوجد ادنى اهتمام به والمسؤولين عنه جشعين,Positive
3357,شتاء طنطورة في العلا,Neutral
3358,حديقة جميلة جدا وجذابة ويميزها صوت العصافير و الهدوء  البحيرة غير نظيفة وفيها رائحة غير مرغوبه,Positive
3359,مفتوحه بكل وقت ولا موسم بس,Positive
3360,قصر اثري يحكي تراث الاحساء,Positive
3361,لماذا هذه القلعه مهمله اين المسؤلين يعيدون لها مكانتها بترميمها وعدم تركها للنفايات وارجوا من المصور الذي انزل صور يصور صور نظيفه للمكان وشكرا انا من محبين الاماكن التاريخيه تحكي تاريخ منطقتنا بارك الله فيكم,Positive
3362,المكان مغلق,Negative
3363,بحيرة صناعية صغيرة وفيه مسطحات خضراء حلوه والعاب للاطفال ودورات مياه نظيفة,Neutral
3364,قصر تاريخي قديم ويسمى ديوان الملك عبدالعزيز فيه بعض مقتنياته والصور المعروضة منظم بشكل جيد وجميل ,Positive
3365,حديقة عائلية,Neutral
3366,يحتوي على الكثير من تاريخ المدينه المنوره منذ عهد النبوه,Neutral
3367,يحتاج تطوير اكثر وبانتظار المتحف الجديد,Positive
3368,القريه التراثيه بجيزان احدى الاماكن التراثيه التي من الممكن ان ترى فيها نبذه بسيطه عن بعض الاشياء التي كانت تستعمل في الماضي مثل  الملابس التي كانت تستعمل في الماضي ادوات الطهي القديمه بعض الاسلحه القديمه مثل الخناجر و السيوف و الدروع,Positive
3369,جميل يبدو انه ما تدخلو فيه كثير  بني بعهد الرسول و اقيمت فيه ثاني جمعه في الاسلام,Positive
3370,ممتع جدا خصوصا المجموعات الكبيرة,Neutral
3371,زحمتها,Neutral
3372,ممتاز جدا انصح كل زائر المدينة المنورة يزور المتحف دار المدينة,Positive
3373,عندما يسمح بالبيع داخل الحديقة ويمنع اصطحاب اي طعام او شراب بالداخل يسمى هذا استغلال وعندما يعمل العاملون بلا روح او حب تجد النفسيات اشكالا والوانا هذا واعيدوا النظر في تحفيز العاملين واستقبال وتوديع الزائرين بابتسامه دخلنا الحديقة ببوز,Neutral
3374,قصر ابراهيم باشا الاثري رائع وجميل واستقبال رائع من الموظفين,Positive
3375,مكان جميل الدخول ب  ريال والالعاب ب  للعبة  عيبه ان المنتجات الغذائية والعصيرات ضعف السعر,Positive
3376,ممتعة جدددا جدا و معقدة كنا اشخاص و خلص الوقت وباقي علينا خطوتين عاد انا من زود الروعة بالبداية قمت اصلي ,Neutral
3377,رائع جدا ومفخرة للطائف واطلالة ساحرة على طريق جبل كرا,Positive
3378,اشكر المنظمة سارة على روحها الطيبة وهي تعرض لنا الخدع واللوحات  المتحف مميز لجميع الاعمار لو انه سعره اكثر من حجم المعرض,Positive
3379,مركز متكامل من جميع الكتب المتنوعه تسهل للقارئ والباحث الوصول للمعلومة ومعلم جميل جدا انصح بزيارته,Positive
3380,المكان يشرح الصدر,Neutral
3381,متع جدا,Neutral
3382,الاهتمام بالتاريخ اتمنى لو تم الاهتمام به اكثر,Positive
3383,حديقة منظمة ونظيفة,Neutral
3384,جميلة جدا  تقع في منتزة البيلسان في مدينة الملك عبدالله الاقتصادية  المنتزة رائع والشاطئ جميل  مستوى النظافة ممتاز  مواقف السيارات برسوم العادية ريال  اما مواقف الفندق ريال لمدة ساعة  هناك تواجد امني على الطرق  الله يقويهم ويعطيهم العافية  ايضا شباب الامن كثير لتنضيم دخول وخروج السيارات في المواقف  ولكن مزدحم جدا بالزوار  لم ارى اي كافيه فيه  ,Positive
3385,المكان رايع وتنظيمه جيد ولكن يفتقر للخدمات فلا يوجد به اماكن للشراء اطعمه و مشروبات,Neutral
3386,جميل وممتع ومعلومات مفيده كم هو جميل ان تقضي الاسره وقتها هناك,Positive
3387,كله مغازل وقله ادب وشباب صايعة وبنات اصيع,Negative
3388,مركز اثراء صرح علمي ثقافي ابداعي هندسي,Positive
3389,متحف جميل ورايع,Positive
3390,البحيره المكان الوحيد الي يغير نفسيتي انصحكم بزيارتها,Positive
3391,مكان رائع لطلاب المدارس من رابع فما فوق يعرض لهم التاريخ بطريقه جذابه,Positive
